aabasu	nombre de hombre
cyclocar	cascabef
cyclocar	jooweju
melanoleu	carracachero
mesembri	cada
mesembri	nibis cayennensis
mesembri	phimosus infuscatus
tuu	kakkrasig
castigo	cenizo
arma	kwiiwita cera cazadora
kaarataka	kaaratakkewa
kaarataka	rawa
kunzaka	kuusakagatta
cerro	y obl ittikogra
ladodel	jartiniki
cucarrón	gaapu
cucarrón	kcesa kosa
clarida	ditis cóncavos briiteyeemekenta
yeeme	de kenta
clavícu	redondos wa
alimento	sugganiri
yukku	code chic mata
eegowaya	coclada
gallina	enano
gallina	kiironumida meleagris
tnsecto	de monte patu
tnsecto	palu wakkwa
insecto	cocuyo
llevar	gattibri
llevar	l noción de
llevar	un objeto gate
kuuti	gow
kwrecwi	kri
cón	sl cavo progkri
completamente	conduci jara
completamente	owi
confund	concha
confund	congo
gotar	jaarowi
gotar	jazro
contar	copey wiiyakago
ares	coral
litto	contrapietra
litto	corneta
fron	zoo dosa
sapo	coronco zoo convertir
sapo	corral
sapo	el aspecto
correr	costoso wawa
cosecha	animal kiirikiiriwa
crío	ropa waggajiita
ita	krcemedi
anat	cuba
maiz	ladu
maiz	lampu
cumbrera	curiosid arq
chachi	chi zoo bot
chicharra	zoo e koñño
nimal	bitto dittake
nimal	poonchi
nimal	wiisatu hydrochoerus hydrochaeris
antiguos	ette chorida
antiguos	ibrinanta
antiguos	tiibrimanta
rilpiés	binno
rilpiés	kajmimiro
rilpiés	minno
bas	véanse guras
chivato	cha bot zoc
abru	aaugenta
abru	zoc genta
rve	chokkrikwa
ecena	kokkwa kwcerini
ecena	kokkwa kwecerini
ecena	kokkwa maññari
ecena	kokkwa sooweda
ecena	índice kokkwa akkagala
efender	a alguien jaasakwa
efender	kisatuwi
esta	de salud kejmeta
esta	yaamenconiwaa
demacrado	lakati
demacrado	lakatika
lado	gwreedesbar seva gr
resya	sem derribar
firiénd	ado ini
firiénd	dipputtuda
osentimientode	waabrakaariwz
desbordar	desért agua
dujbranakaa	riwa
despri	a alguien ajgoka
peli	bei groteente laatee
lesvá	a alguien brajgata
lesvá	brajgawita
desplazarse	yu
desplazarse	yuu
duranteel	diggasa
sont	muela dij aggra
rse	raarakaa
rse	tuttudakaa
doler	obje wec
yaau	yawekkwi
consistencia	oda
ebano	elev bot
interro	emb gativos
interro	negativos
interro	relativos
interro	stivos
verbos	elaborar emb
verbos	nine
empacado	encend noción de
empacado	refiriéndose a seres
adesivo	la
adesivo	wa
adesivo	ña
imesivo	enana
venado	lochutikkwi mazama
gouazou	krec bira
akko	de fuego priimukakka
engendrar	enjaulado
llo	breenso brenso
llo	isa isa
llo	kollo o
llo	paayani
llo	tuugwa rugwa
enumerar	kwakwita
envidi	ref yettatuwi
mumirin	esclarec tala
cami	nan erguidos
cami	objetos largos naajgriga
naaj	acuta mata
riplo	un objeto naajgo
escorpión	loopo
escorpión	paagwa
esos	de con
gec	waacha chorida
maj	gu nakuusagranisa
briikanakke	estim nisa
geen	tugranisa
ham	astr bre kikkradarinisa
mueble	jaz
perro	krutikkwi
inferior	wettao
buu	rari
extensi	moció ookiyaalla
extensi	ookiyala
excremento	ganta clasificador
gwaa	ya
ele	veckri
corporal	kwa clasificador
fabricar	fahar
fabricar	yaggriri
favor	pedir unyaanookwi
olor	de olor n
olor	muyag
fila	roor final jassasakreya
flui	foco
tronco	más o
tronco	paajni
kajkuusagra	detierra
kajkuusagra	refiriéndose a varias
broo	brona
cionar	aparatos
cionar	refiriéndose a máquinas
sunna	rikaariwaa
gaira	galandria
rey	aabrintalakkra sarcoramplus papa
rey	waggabrilakkra
rey	waggabrinta
rey	waggabrintalakkra sarcoramphus papa
caja	nea
garganta	garrapatero
ambiente	saanituuriwaa
sculo	figar masculinos no
yag	nar plantapooroniya
grabadora	jiilariu
grabadora	jiilariyu
grabadora	taarakakka
grabadora	wecsa kwiiriche
pasto	gwrakketu
apariencia	bejnooniwaa
sii	j rawiennaka
flexible	bujmisa
gregarios	kwi clasificador
rre	bochere
rre	ecro
rre	kochere
loj	daggera
loj	waachikloo
irbol	maatukra inga panamensis
ruto	dukkruwa
linga	guarumera
linga	guinea moo
paloma	guarumo
rampkas	guásimo
stanle	yanus
hede	flexibles pigotaka
bembra	hígado
bembra	refiriendose a animales
hilo	plantas
hilo	refiriéndose a animales
tortuga	biikwiti
tortuga	biiwiti
tortuga	groontu
pedar	jaakwec
rra	del jardín akki
arbol	semilla de
hnir	han waawaka
hnir	wauka
aex	ensiones espaciales braateyeemekenta
senti	niento derakkrakaariwa
diente	dijukka
jaaya	a alguien krcecyatuu
kwere	estado rini
kwere	kokkwa sooweda
kwere	kokkwa ta
weentakaari	indio
tenerla	mekaa
haci	pr kwrcewita
sentimientode	iiprikaariwaa
ala	soowanisa
ala	época dediiyowanisa
jabón	gooya
jabón	jo
jabón	job
siig	kei panthera onca
junco	juventud bot moción
labios	lagaña
luciérnaga	de perro gaagc
mentar	con llanto ooni
kraar	liga
limpiacasas	reptil zoo xim
cre	lloro
ochro	la
jarta	añat kra
llama	de fuego gec
llama	priimubira
atti	gowi
macabro	ma makradx
estado	makkratuuriwaa
yugwi	rinta
sigsinna	durar
sigsinna	rootc
plátamo	rooro musa
magdalena	diitake kweerini
magdalena	diitake sal wakkani
magdalena	k wakkani
rii	risu
kuukara	mah cha
kuukara	riirituu
iritu	yuuwari
kiirimakkra	co
